Message_body,Label
Sen told that he is going to join his uncle finance in cbe,1
O we cant see if we can join denis and mina? Or does denis want alone time,1
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,1
Sorry completely forgot * will pop em round this week if your still here?,1
Quite lor. But dun tell him wait he get complacent...,1
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",1
U repeat e instructions again. Wat's e road name of ur house?,1
Ok then u tell me wat time u coming later lor.,1
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",1
Hi..i got the money da:),1
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,1
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,1
I'm not sure if its still available though,1
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,0
Whens your radio show?,1
if you text on your way to cup stop that should work. And that should be BUS,1
Hi.:)technical support.providing assistance to us customer through call and email:),1
Prepare to be pleasured :),1
Me too! Have a lovely night xxx,1
It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),1
I'm home. Doc gave me pain meds says everything is fine.,1
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,0
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,0
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",1
Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,1
U wan 2 haf lunch i'm in da canteen now.,1
Ok lor... Or u wan me go look 4 u?,1
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,0
Well boy am I glad G wasted all night at applebees for nothing,1
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,0
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",1
Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,1
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,1
"When you just put in the + sign, choose my number and the pin will show. Right?",1
Orh i tot u say she now still dun believe.,1
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,0
Thinking of u ;) x,1
I am in hospital da. . I will return home in evening,1
Ya very nice. . .be ready on thursday,1
Many more happy returns of the day. I wish you happy birthday.,1
"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",1
We have pizza if u want,1
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,1
"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",1
"Not for possession, especially not first offense",1
Oh k:)after that placement there ah?,1
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,0
Good Morning my Dear Shijutta........... Have a great &amp; successful day.,1
Wat time r ü going to xin's hostel?,1
K:)eng rocking in ashes:),1
I dont know ask to my brother. Nothing problem some thing that. Just i told .,1
I've reached already.,1
I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,1
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",0
Jason says it's cool if we pick some up from his place in like an hour,1
"There'll be a minor shindig at my place later tonight, you interested?",1
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",0
HELLO PEACH! MY CAKE TASTS LUSH!,1
"I'm home, my love ... If your still awake ... *loving kiss*",1
"Yup. Anything lor, if u dun wan it's ok...",1
Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,1
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",1
My uncles in Atlanta. Wish you guys a great semester.,1
"K will do, addie &amp; I are doing some art so I'll be here when you get home",1
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",1
S:)8 min to go for lunch:),1
Oops i thk i dun haf enuff... I go check then tell ü..,1
Big brothers really scraped the barrel with this shower of social misfits,1
Thats cool princess! I will cover your face in hot sticky cum :),1
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,1
Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),1
"Haha awesome, I might need to take you up on that, what you doin tonight?",1
"Did you say bold, then torch later. Or one torch and 2bold?",1
Wif my family booking tour package.,1
Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,1
Hey anyway i have to :-),1
Yar but they say got some error.,1
Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,1
Anytime...,1
I liked the new mobile,1
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",0
Yes fine ,1
Don no da:)whats you plan?,1
"Okey dokey, ill be over in a bit just sorting some stuff out.",1
A guy who gets used but is too dumb to realize it.,1
"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",0
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,1
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,1
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",1
Surly ill give it to you:-) while coming to review.,1
Ok no prob,1
"Didn't try, g and I decided not to head out",1
Hmmm.but you should give it on one day..,1
Eatin my lunch...,1
But pls dont play in others life.,1
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",1
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",1
Ok u can take me shopping when u get paid =D,1
"Haha yeah, 2 oz is kind of a shitload",1
Are you staying in town ?,1
"That's cool he'll be here all night, lemme know when you're around",1
Sry da..jst nw only i came to home..,1
It is a good thing I'm now getting the connection to bw,1
Wewa is 130. Iriver 255. All 128 mb.,1
Ü ready then call me...,1
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",0
I'm leaving my house now.,1
I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,1
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",0
"Probably not, I'm almost out of gas and I get some cash tomorrow",1
"I didnt get ur full msg..sometext is missing, send it again",1
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",1
IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,1
I send the print  outs da.,1
Not..tel software name..,1
Ok set let u noe e details later...,1
Mum not going robinson already.,1
No. Yes please. Been swimming?,1
Ladies first and genus second k .,1
Ok no prob...,1
You call him and tell now infront of them. Call him now.,1
I cant pick the phone right now. Pls send a message,1
This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,1
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,0
"K, I'll work something out",1
Our Prasanth ettans mother passed away last night. Just pray for her and family.,1
Hope you are having a great day.,1
Lol yes. But it will add some spice to your day.,1
Where r e meeting tmr?,1
A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,0
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,1
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",1
We are okay. Going to sleep now. Later,1
God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,1
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,0
Are you planning to come chennai?,1
Did u got that persons story,1
Sorry i din lock my keypad.,1
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,0
Havent.,1
Do you hide anythiing or keeping distance from me,1
Of course. I guess god's just got me on hold right now.,1
Captain vijaykanth is doing comedy in captain tv..he is drunken :),1
Oh ho. Is this the first time u use these type of words,1
K k pa Had your lunch aha.,1
How come i din c ü... Yup i cut my hair...,1
These won't do. Have to move on to morphine,1
Oh wow thats gay. Will firmware update help,1
"I'm in a meeting, call me later at",1
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",1
Everybody had fun this evening. Miss you.,1
Only saturday and sunday holiday so its very difficult:),1
Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,0
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,0
Lol ... I knew that .... I saw him in the dollar store,1
I'm on the bus. Love you,1
Jus finish blowing my hair. U finish dinner already?,1
"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",1
They finally came to fix the ceiling.,1
"Received, understood n acted upon!",1
THIS IS A LONG FUCKIN SHOWR,1
"Sorry, I'll call later In meeting.",1
Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,1
Good. do you think you could send me some pix? I would love to see your top and bottom...,1
Ü called dad oredi...,1
Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,0
hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,1
How much you got for cleaning,1
Sorry da. I gone mad so many pending works what to do.,1
Wat time ü finish?,1
Just glad to be talking to you.,1
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",0
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",0
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,0
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,0
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,0
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,0
FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,0
100 dating service cal;l 09064012103 box334sk38ch,0
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",0
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,0
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",0
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",0
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,0
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",0
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,0
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,0
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,0
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,0
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,0
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",0
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",0
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",0
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,0
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,0
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,0
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,0
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,0
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,0
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,0
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,0
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",0
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",0
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,0
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,0
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,0
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",0
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,0
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,0
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,0
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",0
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,0
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,0
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,0
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,0
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",0
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,0
You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,0
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,0
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,0
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",0
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",0
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",0
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",0
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,0
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,0
Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,0
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",0
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",0
"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",0
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",0
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,0
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,0
"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv",0
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,0
Y de asking like this.,1
We live in the next  &lt;#&gt; mins,1
Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,1
"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",1
"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",1
THANX 4 PUTTIN DA FONE DOWN ON ME!!,1
And I don't plan on staying the night but I prolly won't be back til late,1
"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",1
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,0
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,1
Have you laid your airtel line to rest?,1
I'm stuck in da middle of da row on da right hand side of da lt... ,1
Full heat pa:-) i have applyed oil pa.,1
"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",1
Yo sorry was in the shower sup,1
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,1
It's ok i wun b angry. Msg u aft i come home tonight.,1
Right it wasnt you who phoned it was someone with a number like yours!,1
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,0
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,1
Have you not finished work yet or something?,1
I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),1
"I'll see if I can swing by in a bit, got some things to take care of here firsg",1
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",0
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,0
Noooooooo please. Last thing I need is stress. For once in your life be fair.,1
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",0
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),1
Not course. Only maths one day one chapter with in one month we can finish.,1
Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,1
No plans yet. What are you doing ?,1
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",0
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",0
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,0
Not directly behind... Abt 4 rows behind ü...,1
:( but your not here....,1
URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,0
Omg how did u know what I ate?,1
"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",1
Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,0
At WHAT TIME should i come tomorrow,1
hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,1
But you were together so you should be thinkin about him,1
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,1
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",1
Tell me again what your address is,1
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",1
How much u trying to get?,1
Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,1
I'm awake oh. What's up.,1
Think + da. You wil do.,1
PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),1
I am in hospital da. . I will return home in evening,1
Gettin rdy to ship comp,1
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",1
Try to do something dear. You read something for exams,1
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,1
"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",1
Great. Have a safe trip. Dont panic surrender all.,1
